date,product_id,region,stock_on_hand,stock_out_flag
2026-06-27,P104,Region Y,219,0
2026-06-27,P104,Region Z,106,0
2026-06-27,P201,Region X,250,0
2026-06-27,P201,Region Y,295,0
2026-06-27,P201,Region Z,168,0
2026-06-27,P202,Region X,399,0
2026-06-27,P202,Region Y,411,0
2026-06-27,P202,Region Z,61,0
2026-06-27,P203,Region X,88,0
2026-06-27,P203,Region Y,127,0
2026-06-27,P203,Region Z,367,0
2026-06-27,P204,Region X,152,0
2026-06-27,P204,Region Y,234,0
2026-06-27,P204,Region Z,277,0
2026-06-27,P301,Region X,385,0
2026-06-27,P301,Region Y,278,0
2026-06-27,P301,Region Z,135,0
2026-06-27,P302,Region X,90,0
2026-06-27,P302,Region Y,295,0
2026-06-27,P302,Region Z,44,0
2026-06-27,P303,Region X,141,0
2026-06-27,P303,Region Y,104,0
2026-06-27,P303,Region Z,158,0
2026-06-27,P304,Region X,167,0
2026-06-27,P304,Region Y,434,0
2026-06-27,P304,Region Z,96,0
2026-06-27,P401,Region X,305,0
2026-06-27,P401,Region Y,498,0
2026-06-27,P401,Region Z,314,0
2026-06-27,P402,Region X,388,0
2026-06-27,P402,Region Y,473,0
2026-06-27,P402,Region Z,214,0
2026-06-27,P403,Region X,264,0
2026-06-27,P403,Region Y,274,0
2026-06-27,P403,Region Z,313,0
2026-06-28,P101,Region X,411,0
2026-06-28,P101,Region Y,351,0
2026-06-28,P101,Region Z,437,0
2026-06-28,P102,Region X,369,0
2026-06-28,P102,Region Y,434,0
2026-06-28,P102,Region Z,86,0
2026-06-28,P103,Region X,296,0
2026-06-28,P103,Region Y,139,0
2026-06-28,P103,Region Z,390,0
2026-06-28,P104,Region X,255,0
2026-06-28,P104,Region Y,435,0
2026-06-28,P104,Region Z,354,0
2026-06-28,P201,Region X,114,0
2026-06-28,P201,Region Y,466,0
2026-06-28,P201,Region Z,436,0
2026-06-28,P202,Region X,188,0
2026-06-28,P202,Region Y,160,0
2026-06-28,P202,Region Z,471,0
2026-06-28,P203,Region X,496,0
2026-06-28,P203,Region Y,332,0
2026-06-28,P203,Region Z,361,0
2026-06-28,P204,Region X,481,0
2026-06-28,P204,Region Y,92,0
2026-06-28,P204,Region Z,371,0
2026-06-28,P301,Region X,309,0
2026-06-28,P301,Region Y,195,0
2026-06-28,P301,Region Z,377,0
2026-06-28,P302,Region X,378,0
2026-06-28,P302,Region Y,309,0
2026-06-28,P302,Region Z,333,0
2026-06-28,P303,Region X,341,0
2026-06-28,P303,Region Y,273,0
2026-06-28,P303,Region Z,245,0
2026-06-28,P304,Region X,196,0
2026-06-28,P304,Region Y,496,0
2026-06-28,P304,Region Z,172,0
2026-06-28,P401,Region X,394,0
2026-06-28,P401,Region Y,130,0
2026-06-28,P401,Region Z,184,0
2026-06-28,P402,Region X,250,0
2026-06-28,P402,Region Y,220,0
2026-06-28,P402,Region Z,89,0
2026-06-28,P403,Region X,443,0
2026-06-28,P403,Region Y,331,0
2026-06-28,P403,Region Z,236,0
2026-06-29,P101,Region X,404,0
2026-06-29,P101,Region Y,480,0
2026-06-29,P101,Region Z,203,0
2026-06-29,P102,Region X,102,0
2026-06-29,P102,Region Y,287,0
2026-06-29,P102,Region Z,311,0
2026-06-29,P103,Region X,97,0
2026-06-29,P103,Region Y,429,0
2026-06-29,P103,Region Z,185,0
2026-06-29,P104,Region X,258,0
2026-06-29,P104,Region Y,435,0
2026-06-29,P104,Region Z,306,0
2026-06-29,P201,Region X,114,0
2026-06-29,P201,Region Y,46,0
2026-06-29,P201,Region Z,255,0
2026-06-29,P202,Region X,322,0
2026-06-29,P202,Region Y,183,0
2026-06-29,P202,Region Z,463,0
2026-06-29,P203,Region X,360,0
2026-06-29,P203,Region Y,466,0
2026-06-29,P203,Region Z,271,0
2026-06-29,P204,Region X,484,0
2026-06-29,P204,Region Y,237,0
2026-06-29,P204,Region Z,394,0
2026-06-29,P301,Region X,246,0
2026-06-29,P301,Region Y,244,0
2026-06-29,P301,Region Z,78,0
2026-06-29,P302,Region X,435,0
2026-06-29,P302,Region Y,244,0
2026-06-29,P302,Region Z,185,0
2026-06-29,P303,Region X,210,0
2026-06-29,P303,Region Y,270,0
2026-06-29,P303,Region Z,399,0
2026-06-29,P304,Region X,448,0
2026-06-29,P304,Region Y,407,0
2026-06-29,P304,Region Z,251,0
2026-06-29,P401,Region X,165,0
2026-06-29,P401,Region Y,397,0
2026-06-29,P401,Region Z,81,0
2026-06-29,P402,Region X,269,0
2026-06-29,P402,Region Y,153,0
2026-06-29,P402,Region Z,251,0
2026-06-29,P403,Region X,431,0
2026-06-29,P403,Region Y,123,0
2026-06-29,P403,Region Z,291,0
2026-06-30,P101,Region X,362,0
2026-06-30,P101,Region Y,109,0
2026-06-30,P101,Region Z,455,0
2026-06-30,P102,Region X,329,0
2026-06-30,P102,Region Y,335,0
2026-06-30,P102,Region Z,215,0
2026-06-30,P103,Region X,448,0
2026-06-30,P103,Region Y,393,0
2026-06-30,P103,Region Z,195,0
2026-06-30,P104,Region X,228,0
2026-06-30,P104,Region Y,171,0
2026-06-30,P104,Region Z,153,0
2026-06-30,P201,Region X,51,0
2026-06-30,P201,Region Y,168,0
2026-06-30,P201,Region Z,64,0
2026-06-30,P202,Region X,302,0
2026-06-30,P202,Region Y,443,0
2026-06-30,P202,Region Z,55,0
2026-06-30,P203,Region X,112,0
2026-06-30,P203,Region Y,82,0
2026-06-30,P203,Region Z,316,0
2026-06-30,P204,Region X,266,0
2026-06-30,P204,Region Y,358,0
2026-06-30,P204,Region Z,234,0
2026-06-30,P301,Region X,135,0
2026-06-30,P301,Region Y,227,0
2026-06-30,P301,Region Z,108,0
2026-06-30,P302,Region X,342,0
2026-06-30,P302,Region Y,367,0
2026-06-30,P302,Region Z,351,0
2026-06-30,P303,Region X,388,0
2026-06-30,P303,Region Y,82,0
2026-06-30,P303,Region Z,352,0
2026-06-30,P304,Region X,127,0
2026-06-30,P304,Region Y,327,0
2026-06-30,P304,Region Z,216,0
2026-06-30,P401,Region X,208,0
2026-06-30,P401,Region Y,363,0
2026-06-30,P401,Region Z,460,0
2026-06-30,P402,Region X,487,0
2026-06-30,P402,Region Y,293,0
2026-06-30,P402,Region Z,392,0
2026-06-30,P403,Region X,375,0
2026-06-30,P403,Region Y,452,0
2026-06-30,P403,Region Z,95,0
2026-07-01,P101,Region X,326,0
2026-07-01,P101,Region Y,298,0
2026-07-01,P101,Region Z,278,0
2026-07-01,P102,Region X,463,0
2026-07-01,P102,Region Y,413,0
2026-07-01,P102,Region Z,428,0
2026-07-01,P103,Region X,124,0
2026-07-01,P103,Region Y,107,0
2026-07-01,P103,Region Z,315,0
2026-07-01,P104,Region X,65,0
2026-07-01,P104,Region Y,306,0
2026-07-01,P104,Region Z,206,0
2026-07-01,P201,Region X,164,0
2026-07-01,P201,Region Y,235,0
2026-07-01,P201,Region Z,435,0
2026-07-01,P202,Region X,355,0
2026-07-01,P202,Region Y,399,0
2026-07-01,P202,Region Z,219,0
2026-07-01,P203,Region X,387,0
2026-07-01,P203,Region Y,441,0
2026-07-01,P203,Region Z,439,0
2026-07-01,P204,Region X,375,0
2026-07-01,P204,Region Y,134,0
2026-07-01,P204,Region Z,410,0
2026-07-01,P301,Region X,107,0
2026-07-01,P301,Region Y,171,0
2026-07-01,P301,Region Z,367,0
2026-07-01,P302,Region X,421,0
2026-07-01,P302,Region Y,339,0
2026-07-01,P302,Region Z,482,0
2026-07-01,P303,Region X,326,0
2026-07-01,P303,Region Y,45,0
2026-07-01,P303,Region Z,264,0
2026-07-01,P304,Region X,446,0
2026-07-01,P304,Region Y,436,0
2026-07-01,P304,Region Z,161,0
2026-07-01,P401,Region X,239,0
2026-07-01,P401,Region Y,414,0
2026-07-01,P401,Region Z,449,0
2026-07-01,P402,Region X,134,0
2026-07-01,P402,Region Y,174,0
2026-07-01,P402,Region Z,320,0
2026-07-01,P403,Region X,164,0
2026-07-01,P403,Region Y,403,0
2026-07-01,P403,Region Z,416,0
2026-07-02,P101,Region X,196,0
2026-07-02,P101,Region Y,242,0
2026-07-02,P101,Region Z,284,0
2026-07-02,P102,Region X,486,0
2026-07-02,P102,Region Y,241,0
2026-07-02,P102,Region Z,101,0
2026-07-02,P103,Region X,65,0
2026-07-02,P103,Region Y,71,0
2026-07-02,P103,Region Z,492,0
2026-07-02,P104,Region X,371,0
2026-07-02,P104,Region Y,267,0
2026-07-02,P104,Region Z,335,0
2026-07-02,P201,Region X,391,0
2026-07-02,P201,Region Y,453,0
2026-07-02,P201,Region Z,232,0
2026-07-02,P202,Region X,386,0
2026-07-02,P202,Region Y,155,0
2026-07-02,P202,Region Z,462,0
2026-07-02,P203,Region X,180,0
2026-07-02,P203,Region Y,186,0
2026-07-02,P203,Region Z,444,0
2026-07-02,P204,Region X,254,0
2026-07-02,P204,Region Y,482,0
2026-07-02,P204,Region Z,230,0
2026-07-02,P301,Region X,389,0
2026-07-02,P301,Region Y,322,0
2026-07-02,P301,Region Z,55,0
2026-07-02,P302,Region X,323,0
2026-07-02,P302,Region Y,401,0
2026-07-02,P302,Region Z,216,0
2026-07-02,P303,Region X,57,0
2026-07-02,P303,Region Y,220,0
2026-07-02,P303,Region Z,437,0
2026-07-02,P304,Region X,41,0
2026-07-02,P304,Region Y,410,0
2026-07-02,P304,Region Z,192,0
2026-07-02,P401,Region X,342,0
2026-07-02,P401,Region Y,114,0
2026-07-02,P401,Region Z,383,0
2026-07-02,P402,Region X,43,0
2026-07-02,P402,Region Y,136,0
2026-07-02,P402,Region Z,236,0
2026-07-02,P403,Region X,474,0
2026-07-02,P403,Region Y,244,0
2026-07-02,P403,Region Z,114,0
2026-07-03,P101,Region X,494,0
2026-07-03,P101,Region Y,204,0
2026-07-03,P101,Region Z,392,0
2026-07-03,P102,Region X,177,0
2026-07-03,P102,Region Y,342,0
2026-07-03,P102,Region Z,128,0
2026-07-03,P103,Region X,407,0
2026-07-03,P103,Region Y,159,0
2026-07-03,P103,Region Z,70,0
2026-07-03,P104,Region X,287,0
2026-07-03,P104,Region Y,296,0
2026-07-03,P104,Region Z,215,0
2026-07-03,P201,Region X,404,0
2026-07-03,P201,Region Y,372,0
2026-07-03,P201,Region Z,246,0
2026-07-03,P202,Region X,391,0
2026-07-03,P202,Region Y,45,0
2026-07-03,P202,Region Z,201,0
2026-07-03,P203,Region X,176,0
2026-07-03,P203,Region Y,233,0
2026-07-03,P203,Region Z,452,0
2026-07-03,P204,Region X,342,0
2026-07-03,P204,Region Y,345,0
2026-07-03,P204,Region Z,447,0
2026-07-03,P301,Region X,276,0
2026-07-03,P301,Region Y,448,0
2026-07-03,P301,Region Z,174,0
2026-07-03,P302,Region X,358,0
2026-07-03,P302,Region Y,481,0
2026-07-03,P302,Region Z,91,0
2026-07-03,P303,Region X,466,0
2026-07-03,P303,Region Y,56,0
2026-07-03,P303,Region Z,286,0
2026-07-03,P304,Region X,44,0
2026-07-03,P304,Region Y,265,0
2026-07-03,P304,Region Z,377,0
2026-07-03,P401,Region X,278,0
2026-07-03,P401,Region Y,260,0
2026-07-03,P401,Region Z,87,0
2026-07-03,P402,Region X,444,0
2026-07-03,P402,Region Y,422,0
2026-07-03,P402,Region Z,429,0
2026-07-03,P403,Region X,418,0
2026-07-03,P403,Region Y,232,0
2026-07-03,P403,Region Z,327,0
2026-07-04,P101,Region X,254,0
2026-07-04,P101,Region Y,150,0
2026-07-04,P101,Region Z,402,0
2026-07-04,P102,Region X,193,0
2026-07-04,P102,Region Y,139,0
2026-07-04,P102,Region Z,344,0
2026-07-04,P103,Region X,247,0
2026-07-04,P103,Region Y,257,0
2026-07-04,P103,Region Z,276,0
2026-07-04,P104,Region X,280,0
2026-07-04,P104,Region Y,422,0
2026-07-04,P104,Region Z,213,0
2026-07-04,P201,Region X,274,0
2026-07-04,P201,Region Y,353,0
2026-07-04,P201,Region Z,215,0
2026-07-04,P202,Region X,311,0
2026-07-04,P202,Region Y,262,0
2026-07-04,P202,Region Z,321,0
2026-07-04,P203,Region X,264,0
2026-07-04,P203,Region Y,52,0
2026-07-04,P203,Region Z,496,0
2026-07-04,P204,Region X,435,0
2026-07-04,P204,Region Y,209,0
2026-07-04,P204,Region Z,398,0
2026-07-04,P301,Region X,49,0
2026-07-04,P301,Region Y,447,0
2026-07-04,P301,Region Z,421,0
2026-07-04,P302,Region X,61,0
2026-07-04,P302,Region Y,386,0
2026-07-04,P302,Region Z,351,0
2026-07-04,P303,Region X,487,0
2026-07-04,P303,Region Y,477,0
2026-07-04,P303,Region Z,42,0
2026-07-04,P304,Region X,103,0
2026-07-04,P304,Region Y,388,0
2026-07-04,P304,Region Z,213,0
2026-07-04,P401,Region X,165,0
2026-07-04,P401,Region Y,445,0
2026-07-04,P401,Region Z,296,0
2026-07-04,P402,Region X,175,0
2026-07-04,P402,Region Y,316,0
2026-07-04,P402,Region Z,301,0
2026-07-04,P403,Region X,57,0
2026-07-04,P403,Region Y,407,0
2026-07-04,P403,Region Z,157,0
2026-07-05,P101,Region X,139,0
2026-07-05,P101,Region Y,64,0
2026-07-05,P101,Region Z,458,0
2026-07-05,P102,Region X,324,0
2026-07-05,P102,Region Y,320,0
2026-07-05,P102,Region Z,352,0
2026-07-05,P103,Region X,336,0
2026-07-05,P103,Region Y,110,0
2026-07-05,P103,Region Z,148,0
2026-07-05,P104,Region X,468,0
2026-07-05,P104,Region Y,345,0
2026-07-05,P104,Region Z,164,0
2026-07-05,P201,Region X,124,0
2026-07-05,P201,Region Y,214,0
2026-07-05,P201,Region Z,172,0
2026-07-05,P202,Region X,72,0
2026-07-05,P202,Region Y,440,0
2026-07-05,P202,Region Z,440,0
2026-07-05,P203,Region X,332,0
2026-07-05,P203,Region Y,425,0
2026-07-05,P203,Region Z,185,0
2026-07-05,P204,Region X,380,0
2026-07-05,P204,Region Y,173,0
2026-07-05,P204,Region Z,287,0
2026-07-05,P301,Region X,176,0
2026-07-05,P301,Region Y,116,0
2026-07-05,P301,Region Z,454,0
2026-07-05,P302,Region X,290,0
2026-07-05,P302,Region Y,103,0
2026-07-05,P302,Region Z,192,0
2026-07-05,P303,Region X,178,0
2026-07-05,P303,Region Y,403,0
2026-07-05,P303,Region Z,250,0
2026-07-05,P304,Region X,322,0
2026-07-05,P304,Region Y,427,0
2026-07-05,P304,Region Z,111,0
2026-07-05,P401,Region X,278,0
2026-07-05,P401,Region Y,304,0
2026-07-05,P401,Region Z,221,0
2026-07-05,P402,Region X,187,0
2026-07-05,P402,Region Y,451,0
2026-07-05,P402,Region Z,322,0
2026-07-05,P403,Region X,152,0
2026-07-05,P403,Region Y,116,0
2026-07-05,P403,Region Z,350,0
2026-07-06,P101,Region X,428,0
2026-07-06,P101,Region Y,225,0
2026-07-06,P101,Region Z,499,0
2026-07-06,P102,Region X,223,0
2026-07-06,P102,Region Y,149,0
2026-07-06,P102,Region Z,422,0
2026-07-06,P103,Region X,99,0
2026-07-06,P103,Region Y,54,0
2026-07-06,P103,Region Z,460,0
2026-07-06,P104,Region X,376,0
2026-07-06,P104,Region Y,387,0
2026-07-06,P104,Region Z,333,0
2026-07-06,P201,Region X,246,0
2026-07-06,P201,Region Y,432,0
2026-07-06,P201,Region Z,316,0
2026-07-06,P202,Region X,409,0
2026-07-06,P202,Region Y,291,0
2026-07-06,P202,Region Z,70,0
2026-07-06,P203,Region X,342,0
2026-07-06,P203,Region Y,140,0
2026-07-06,P203,Region Z,406,0
2026-07-06,P204,Region X,173,0
2026-07-06,P204,Region Y,397,0
2026-07-06,P204,Region Z,120,0
2026-07-06,P301,Region X,352,0
2026-07-06,P301,Region Y,364,0
2026-07-06,P301,Region Z,268,0
2026-07-06,P302,Region X,148,0
2026-07-06,P302,Region Y,43,0
2026-07-06,P302,Region Z,198,0
2026-07-06,P303,Region X,170,0
2026-07-06,P303,Region Y,79,0
2026-07-06,P303,Region Z,151,0
2026-07-06,P304,Region X,431,0
2026-07-06,P304,Region Y,55,0
2026-07-06,P304,Region Z,324,0
2026-07-06,P401,Region X,212,0
2026-07-06,P401,Region Y,132,0
2026-07-06,P401,Region Z,354,0
2026-07-06,P402,Region X,417,0
2026-07-06,P402,Region Y,369,0
2026-07-06,P402,Region Z,170,0
2026-07-06,P403,Region X,95,0
2026-07-06,P403,Region Y,170,0
2026-07-06,P403,Region Z,83,0
2026-07-07,P101,Region X,113,0
2026-07-07,P101,Region Y,420,0
2026-07-07,P101,Region Z,109,0
2026-07-07,P102,Region X,376,0
2026-07-07,P102,Region Y,127,0
2026-07-07,P102,Region Z,281,0
2026-07-07,P103,Region X,371,0
2026-07-07,P103,Region Y,90,0
2026-07-07,P103,Region Z,253,0
2026-07-07,P104,Region X,481,0
2026-07-07,P104,Region Y,351,0
2026-07-07,P104,Region Z,449,0
2026-07-07,P201,Region X,323,0
2026-07-07,P201,Region Y,125,0
2026-07-07,P201,Region Z,180,0
2026-07-07,P202,Region X,485,0
2026-07-07,P202,Region Y,114,0
2026-07-07,P202,Region Z,266,0
2026-07-07,P203,Region X,55,0
2026-07-07,P203,Region Y,496,0
2026-07-07,P203,Region Z,168,0
2026-07-07,P204,Region X,306,0
2026-07-07,P204,Region Y,223,0
2026-07-07,P204,Region Z,420,0
2026-07-07,P301,Region X,292,0
2026-07-07,P301,Region Y,386,0
2026-07-07,P301,Region Z,451,0
2026-07-07,P302,Region X,125,0
2026-07-07,P302,Region Y,484,0
2026-07-07,P302,Region Z,323,0
2026-07-07,P303,Region X,221,0
2026-07-07,P303,Region Y,398,0
2026-07-07,P303,Region Z,350,0
2026-07-07,P304,Region X,429,0
2026-07-07,P304,Region Y,252,0
2026-07-07,P304,Region Z,380,0
2026-07-07,P401,Region X,154,0
2026-07-07,P401,Region Y,40,0
2026-07-07,P401,Region Z,447,0
2026-07-07,P402,Region X,327,0
2026-07-07,P402,Region Y,378,0
2026-07-07,P402,Region Z,355,0
2026-07-07,P403,Region X,179,0
2026-07-07,P403,Region Y,104,0
2026-07-07,P403,Region Z,112,0
2026-07-08,P101,Region X,434,0
2026-07-08,P101,Region Y,84,0
2026-07-08,P101,Region Z,229,0
2026-07-08,P102,Region X,133,0
2026-07-08,P102,Region Y,390,0
2026-07-08,P102,Region Z,213,0
2026-07-08,P103,Region X,226,0
2026-07-08,P103,Region Y,184,0
2026-07-08,P103,Region Z,433,0
2026-07-08,P104,Region X,78,0
2026-07-08,P104,Region Y,155,0
2026-07-08,P104,Region Z,158,0
2026-07-08,P201,Region X,107,0
2026-07-08,P201,Region Y,225,0
2026-07-08,P201,Region Z,274,0
2026-07-08,P202,Region X,293,0
2026-07-08,P202,Region Y,261,0
2026-07-08,P202,Region Z,301,0
2026-07-08,P203,Region X,380,0
2026-07-08,P203,Region Y,51,0
2026-07-08,P203,Region Z,439,0
2026-07-08,P204,Region X,409,0
2026-07-08,P204,Region Y,473,0
2026-07-08,P204,Region Z,334,0
2026-07-08,P301,Region X,375,0
2026-07-08,P301,Region Y,256,0
2026-07-08,P301,Region Z,448,0
2026-07-08,P302,Region X,452,0
2026-07-08,P302,Region Y,411,0
2026-07-08,P302,Region Z,319,0
2026-07-08,P303,Region X,413,0
2026-07-08,P303,Region Y,388,0
2026-07-08,P303,Region Z,88,0
2026-07-08,P304,Region X,327,0
2026-07-08,P304,Region Y,470,0
2026-07-08,P304,Region Z,268,0
2026-07-08,P401,Region X,128,0
2026-07-08,P401,Region Y,376,0
2026-07-08,P401,Region Z,286,0
2026-07-08,P402,Region X,84,0
2026-07-08,P402,Region Y,401,0
2026-07-08,P402,Region Z,205,0
2026-07-08,P403,Region X,351,0
2026-07-08,P403,Region Y,282,0
2026-07-08,P403,Region Z,455,0
2026-07-09,P101,Region X,321,0
2026-07-09,P101,Region Y,226,0
2026-07-09,P101,Region Z,469,0
2026-07-09,P102,Region X,117,0
2026-07-09,P102,Region Y,304,0
2026-07-09,P102,Region Z,180,0
2026-07-09,P103,Region X,498,0
2026-07-09,P103,Region Y,219,0
2026-07-09,P103,Region Z,445,0
2026-07-09,P104,Region X,477,0
2026-07-09,P104,Region Y,308,0
2026-07-09,P104,Region Z,173,0
2026-07-09,P201,Region X,226,0
2026-07-09,P201,Region Y,204,0
2026-07-09,P201,Region Z,75,0
2026-07-09,P202,Region X,242,0
2026-07-09,P202,Region Y,249,0
2026-07-09,P202,Region Z,465,0
2026-07-09,P203,Region X,225,0
2026-07-09,P203,Region Y,90,0
2026-07-09,P203,Region Z,471,0
2026-07-09,P204,Region X,307,0
2026-07-09,P204,Region Y,253,0
2026-07-09,P204,Region Z,302,0
2026-07-09,P301,Region X,382,0
2026-07-09,P301,Region Y,356,0
2026-07-09,P301,Region Z,470,0
2026-07-09,P302,Region X,420,0
2026-07-09,P302,Region Y,346,0
2026-07-09,P302,Region Z,52,0
2026-07-09,P303,Region X,50,0
2026-07-09,P303,Region Y,373,0
2026-07-09,P303,Region Z,495,0
2026-07-09,P304,Region X,334,0
2026-07-09,P304,Region Y,161,0
2026-07-09,P304,Region Z,373,0
2026-07-09,P401,Region X,161,0
2026-07-09,P401,Region Y,71,0
2026-07-09,P401,Region Z,474,0
2026-07-09,P402,Region X,450,0
2026-07-09,P402,Region Y,193,0
2026-07-09,P402,Region Z,129,0
2026-07-09,P403,Region X,294,0
2026-07-09,P403,Region Y,211,0
2026-07-09,P403,Region Z,318,0
2026-07-10,P101,Region X,92,0
2026-07-10,P101,Region Y,485,0
2026-07-10,P101,Region Z,181,0
2026-07-10,P102,Region X,63,0
2026-07-10,P102,Region Y,213,0
2026-07-10,P102,Region Z,210,0
2026-07-10,P103,Region X,332,0
2026-07-10,P103,Region Y,183,0
2026-07-10,P103,Region Z,86,0
2026-07-10,P104,Region X,298,0
2026-07-10,P104,Region Y,214,0
2026-07-10,P104,Region Z,259,0
2026-07-10,P201,Region X,418,0
2026-07-10,P201,Region Y,41,0
2026-07-10,P201,Region Z,423,0
2026-07-10,P202,Region X,131,0
2026-07-10,P202,Region Y,317,0
2026-07-10,P202,Region Z,251,0
2026-07-10,P203,Region X,461,0
2026-07-10,P203,Region Y,98,0
2026-07-10,P203,Region Z,242,0
2026-07-10,P204,Region X,172,0
2026-07-10,P204,Region Y,362,0
2026-07-10,P204,Region Z,370,0
2026-07-10,P301,Region X,91,0
2026-07-10,P301,Region Y,414,0
2026-07-10,P301,Region Z,153,0
2026-07-10,P302,Region X,96,0
2026-07-10,P302,Region Y,156,0
2026-07-10,P302,Region Z,251,0
2026-07-10,P303,Region X,122,0
2026-07-10,P303,Region Y,438,0
2026-07-10,P303,Region Z,319,0
2026-07-10,P304,Region X,495,0
2026-07-10,P304,Region Y,322,0
2026-07-10,P304,Region Z,130,0
2026-07-10,P401,Region X,287,0
2026-07-10,P401,Region Y,425,0
2026-07-10,P401,Region Z,129,0
2026-07-10,P402,Region X,467,0
2026-07-10,P402,Region Y,100,0
2026-07-10,P402,Region Z,386,0
2026-07-10,P403,Region X,106,0
2026-07-10,P403,Region Y,490,0
2026-07-10,P403,Region Z,413,0
2026-07-11,P101,Region X,60,0
2026-07-11,P101,Region Y,477,0
2026-07-11,P101,Region Z,42,0
2026-07-11,P102,Region X,255,0
2026-07-11,P102,Region Y,58,0
2026-07-11,P102,Region Z,344,0
2026-07-11,P103,Region X,472,0
2026-07-11,P103,Region Y,245,0
2026-07-11,P103,Region Z,390,0
2026-07-11,P104,Region X,225,0
2026-07-11,P104,Region Y,233,0
2026-07-11,P104,Region Z,127,0
2026-07-11,P201,Region X,232,0
2026-07-11,P201,Region Y,82,0
2026-07-11,P201,Region Z,140,0
2026-07-11,P202,Region X,251,0
2026-07-11,P202,Region Y,344,0
2026-07-11,P202,Region Z,425,0
2026-07-11,P203,Region X,305,0
2026-07-11,P203,Region Y,352,0
2026-07-11,P203,Region Z,271,0
2026-07-11,P204,Region X,385,0
2026-07-11,P204,Region Y,456,0
2026-07-11,P204,Region Z,497,0
2026-07-11,P301,Region X,434,0
2026-07-11,P301,Region Y,88,0
2026-07-11,P301,Region Z,157,0
2026-07-11,P302,Region X,493,0
2026-07-11,P302,Region Y,406,0
2026-07-11,P302,Region Z,214,0
2026-07-11,P303,Region X,360,0
2026-07-11,P303,Region Y,365,0
2026-07-11,P303,Region Z,407,0
2026-07-11,P304,Region X,476,0
2026-07-11,P304,Region Y,261,0
2026-07-11,P304,Region Z,106,0
2026-07-11,P401,Region X,207,0
2026-07-11,P401,Region Y,342,0
2026-07-11,P401,Region Z,455,0
2026-07-11,P402,Region X,43,0
2026-07-11,P402,Region Y,252,0
2026-07-11,P402,Region Z,305,0
2026-07-11,P403,Region X,340,0
2026-07-11,P403,Region Y,451,0
2026-07-11,P403,Region Z,203,0
2026-07-12,P101,Region X,244,0
2026-07-12,P101,Region Y,138,0
2026-07-12,P101,Region Z,304,0
2026-07-12,P102,Region X,137,0
2026-07-12,P102,Region Y,148,0
2026-07-12,P102,Region Z,288,0
2026-07-12,P103,Region X,404,0
2026-07-12,P103,Region Y,371,0
2026-07-12,P103,Region Z,403,0
2026-07-12,P104,Region X,296,0
2026-07-12,P104,Region Y,91,0
2026-07-12,P104,Region Z,281,0
2026-07-12,P201,Region X,256,0
2026-07-12,P201,Region Y,402,0
2026-07-12,P201,Region Z,318,0
2026-07-12,P202,Region X,308,0
2026-07-12,P202,Region Y,152,0
2026-07-12,P202,Region Z,299,0
2026-07-12,P203,Region X,470,0
2026-07-12,P203,Region Y,331,0
2026-07-12,P203,Region Z,94,0
2026-07-12,P204,Region X,371,0
2026-07-12,P204,Region Y,477,0
2026-07-12,P204,Region Z,277,0
2026-07-12,P301,Region X,314,0
2026-07-12,P301,Region Y,263,0
2026-07-12,P301,Region Z,343,0
2026-07-12,P302,Region X,285,0
2026-07-12,P302,Region Y,90,0
2026-07-12,P302,Region Z,298,0
2026-07-12,P303,Region X,231,0
2026-07-12,P303,Region Y,274,0
2026-07-12,P303,Region Z,251,0
2026-07-12,P304,Region X,71,0
2026-07-12,P304,Region Y,309,0
2026-07-12,P304,Region Z,405,0
2026-07-12,P401,Region X,234,0
2026-07-12,P401,Region Y,157,0
2026-07-12,P401,Region Z,441,0
2026-07-12,P402,Region X,423,0
2026-07-12,P402,Region Y,487,0
2026-07-12,P402,Region Z,256,0
2026-07-12,P403,Region X,313,0
2026-07-12,P403,Region Y,315,0
2026-07-12,P403,Region Z,390,0
2026-07-13,P101,Region X,56,0
2026-07-13,P101,Region Y,43,0
2026-07-13,P101,Region Z,386,0
2026-07-13,P102,Region X,177,0
2026-07-13,P102,Region Y,408,0
2026-07-13,P102,Region Z,176,0
2026-07-13,P103,Region X,427,0
2026-07-13,P103,Region Y,153,0
2026-07-13,P103,Region Z,421,0
2026-07-13,P104,Region X,56,0
2026-07-13,P104,Region Y,124,0
2026-07-13,P104,Region Z,447,0
2026-07-13,P201,Region X,415,0
2026-07-13,P201,Region Y,474,0
2026-07-13,P201,Region Z,164,0
2026-07-13,P202,Region X,396,0
2026-07-13,P202,Region Y,273,0
2026-07-13,P202,Region Z,238,0
2026-07-13,P203,Region X,156,0
2026-07-13,P203,Region Y,134,0
2026-07-13,P203,Region Z,84,0
2026-07-13,P204,Region X,332,0
2026-07-13,P204,Region Y,153,0
2026-07-13,P204,Region Z,217,0
2026-07-13,P301,Region X,67,0
2026-07-13,P301,Region Y,54,0
2026-07-13,P301,Region Z,40,0
2026-07-13,P302,Region X,325,0
2026-07-13,P302,Region Y,332,0
2026-07-13,P302,Region Z,328,0
2026-07-13,P303,Region X,244,0
2026-07-13,P303,Region Y,373,0
2026-07-13,P303,Region Z,71,0
2026-07-13,P304,Region X,297,0
2026-07-13,P304,Region Y,194,0
2026-07-13,P304,Region Z,402,0
2026-07-13,P401,Region X,399,0
2026-07-13,P401,Region Y,137,0
